market,timeframe,strategy_family,window,session,market_regime,news_event_regime,total_trades,total_return,win_rate,profit_factor,max_drawdown,average_r,median_r,expectancy,average_holding_minutes
EURUSD,15M,TREND_CONTINUATION,oos,OFF_HOURS,LOW_VOLATILITY,UNAVAILABLE,3,0.0034124455187611,0.6666666666666666,2.559464539445569,0.0021910649067157,0.5694813376077649,1.3953615870370573,0.5694813376077649,30.0
EURUSD,15M,TREND_CONTINUATION,oos,OFF_HOURS,RANGING,UNAVAILABLE,1,-0.0020780842906453,0.0,0.0,0.0020780842906453,-1.0390421453226653,-1.0390421453226653,-1.0390421453226653,45.0
EURUSD,15M,TREND_CONTINUATION,oos,OFF_HOURS,TRENDING,UNAVAILABLE,3,-0.0015123367101482,0.3333333333333333,0.6587782938981221,0.0022066475829471,-0.25073415050207,-1.1011152522770984,-0.25073415050207,25.0
EURUSD,15M,TREND_CONTINUATION,oos,OVERLAP,HIGH_VOLATILITY,UNAVAILABLE,48,-0.0163546072628377,0.4166666666666667,0.647738546054833,0.0186996995208171,-0.1709225311827301,-0.2439561954551302,-0.1709225311827301,366.25
EURUSD,15M,TREND_CONTINUATION,oos,OVERLAP,LOW_VOLATILITY,UNAVAILABLE,3,0.0039224641122193,0.6666666666666666,14.075626418979487,0.0002997839894502,0.6533105754071117,0.6726310712164741,0.6533105754071117,290.0
EURUSD,15M,TREND_CONTINUATION,oos,OVERLAP,RANGING,UNAVAILABLE,7,-0.0073545456076639,0.2857142857142857,0.0670756084910861,0.0078102536663754,-0.5267191216685415,-0.5808980526674665,-0.5267191216685415,1450.7142857142858
EURUSD,15M,TREND_CONTINUATION,oos,OVERLAP,TRENDING,UNAVAILABLE,36,-0.016714184222623,0.4166666666666667,0.5840893256579028,0.0210897334887695,-0.2331068985861447,-0.7650713646931584,-0.2331068985861447,577.0833333333334
EURUSD,15M,TREND_CONTINUATION,wf_1,ASIAN,HIGH_VOLATILITY,UNAVAILABLE,2,0.0007786106958427,0.5,1.3689981153444977,0.0021268491870855,0.1962008354141324,0.1962008354141324,0.1962008354141324,37.5
EURUSD,15M,TREND_CONTINUATION,wf_1,ASIAN,LOW_VOLATILITY,UNAVAILABLE,164,-0.0524749533672469,0.3780487804878049,0.7593830856547812,0.0583927343133795,-0.1628765658504287,-1.0791770711097888,-0.1628765658504287,84.78658536585365
EURUSD,15M,TREND_CONTINUATION,wf_1,ASIAN,RANGING,UNAVAILABLE,16,0.0092656505064008,0.5625,1.6154251793943597,0.0043098029436341,0.2897638970489116,1.1053289125003112,0.2897638970489116,119.0625
EURUSD,15M,TREND_CONTINUATION,wf_1,ASIAN,TRENDING,UNAVAILABLE,99,-0.037311236547096,0.3636363636363636,0.7219603232846317,0.042736903925644,-0.1906109254891248,-1.065664765198333,-0.1906109254891248,88.48484848484848
EURUSD,15M,TREND_CONTINUATION,wf_1,LONDON,HIGH_VOLATILITY,UNAVAILABLE,29,-0.0110979907365657,0.3448275862068966,0.7078725872881727,0.0243856423611353,-0.1910816791332339,-1.0364007927751273,-0.1910816791332339,97.24137931034484
EURUSD,15M,TREND_CONTINUATION,wf_1,LONDON,LOW_VOLATILITY,UNAVAILABLE,15,0.002335618874713,0.4666666666666667,1.136641755421817,0.0059009673029923,0.0793275776182295,-1.065077108951776,0.0793275776182295,26.0
EURUSD,15M,TREND_CONTINUATION,wf_1,LONDON,RANGING,UNAVAILABLE,31,-0.0355673090255235,0.1935483870967742,0.3222265918365747,0.036233295004069,-0.5828025225869033,-1.061739516460778,-0.5828025225869033,52.25806451612903
EURUSD,15M,TREND_CONTINUATION,wf_1,LONDON,TRENDING,UNAVAILABLE,161,-0.0768950040591184,0.3291925465838509,0.6547583297172692,0.0832924413769937,-0.2470537457935989,-1.054033945476368,-0.2470537457935989,58.13664596273292
EURUSD,15M,TREND_CONTINUATION,wf_1,NEW_YORK,HIGH_VOLATILITY,UNAVAILABLE,8,-0.0008370160274091,0.5,0.8889752583120035,0.0053428912160247,-0.0514922280703167,-0.0999307029354847,-0.0514922280703167,566.25
EURUSD,15M,TREND_CONTINUATION,wf_1,NEW_YORK,LOW_VOLATILITY,UNAVAILABLE,1,-0.0022110092104483,0.0,0.0,0.0022110092104483,-1.1055046052241666,-1.1055046052241666,-1.1055046052241666,165.0
EURUSD,15M,TREND_CONTINUATION,wf_1,NEW_YORK,RANGING,UNAVAILABLE,4,0.0012342279015187,0.5,1.5270550409298962,0.0023523534767112,0.1550107524723137,0.1231690469823818,0.1550107524723137,240.0
EURUSD,15M,TREND_CONTINUATION,wf_1,NEW_YORK,TRENDING,UNAVAILABLE,21,-0.002167639961192,0.3809523809523809,0.887493406775339,0.0087241125559737,-0.0507112644404451,-0.2748808597868813,-0.0507112644404451,783.5714285714286
EURUSD,15M,TREND_CONTINUATION,wf_1,OFF_HOURS,LOW_VOLATILITY,UNAVAILABLE,2,0.005672612249425,1.0,inf,0.0,1.4161476275556453,1.4161476275556453,1.4161476275556453,217.5
EURUSD,15M,TREND_CONTINUATION,wf_1,OVERLAP,HIGH_VOLATILITY,UNAVAILABLE,76,-0.0121246528913826,0.4078947368421052,0.8608459589611289,0.0244180794283718,-0.0790118101203013,-1.027890133148074,-0.0790118101203013,143.0921052631579
EURUSD,15M,TREND_CONTINUATION,wf_1,OVERLAP,RANGING,UNAVAILABLE,14,-0.0095040499529707,0.2857142857142857,0.5481648421215635,0.0131194690233431,-0.3396680406691063,-1.0462576523937608,-0.3396680406691063,52.5
EURUSD,15M,TREND_CONTINUATION,wf_1,OVERLAP,TRENDING,UNAVAILABLE,35,-0.0192792122593695,0.3428571428571428,0.6029627251306955,0.0237608726151655,-0.2767725475978217,-1.0506360608129597,-0.2767725475978217,77.14285714285714
EURUSD,15M,TREND_CONTINUATION,wf_2,ASIAN,LOW_VOLATILITY,UNAVAILABLE,21,-0.0146180999098428,0.2857142857142857,0.53363563869302,0.0173715464544163,-0.349249428931889,-1.0942859468785378,-0.349249428931889,137.85714285714286
EURUSD,15M,TREND_CONTINUATION,wf_2,ASIAN,RANGING,UNAVAILABLE,10,0.002947303186582,0.5,1.2699986654084567,0.0065905151731982,0.1487332980775457,0.1483398360027072,0.1487332980775457,67.5
EURUSD,15M,TREND_CONTINUATION,wf_2,ASIAN,TRENDING,UNAVAILABLE,55,-0.0331939795725465,0.3090909090909091,0.5770701872633959,0.0367964225093234,-0.3055278728379728,-1.0924668914051154,-0.3055278728379728,109.9090909090909
EURUSD,15M,TREND_CONTINUATION,wf_2,LONDON,HIGH_VOLATILITY,UNAVAILABLE,27,0.0023007819846458,0.4444444444444444,1.0742417094724352,0.0190843884502789,0.0441093277456758,-1.0582452747724913,0.0441093277456758,86.66666666666667
